country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Munger,"Town Hall, Munger - BSPCB","29-07-2026 14:00:00",25.376776,86.471523,OZONE,19,30,25
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.1403345,85.3650192,NO2,4,9,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.1403345,85.3650192,SO2,11,19,15
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.1209,85.3647,OZONE,8,18,13
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.11442,85.39813,PM10,18,48,29
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.11442,85.39813,NO2,16,26,20
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.11442,85.39813,NH3,4,13,9
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","29-07-2026 14:00:00",26.11442,85.39813,CO,15,19,16
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","29-07-2026 14:00:00",25.610369,85.132568,CO,23,26,25
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","29-07-2026 14:00:00",25.599486,85.113666,NH3,2,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","29-07-2026 14:00:00",25.586562,85.043586,PM10,27,41,32
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","29-07-2026 14:00:00",25.586562,85.043586,NO2,20,25,23
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","29-07-2026 14:00:00",25.586562,85.043586,NH3,8,9,9
India,Bihar,Patna,"Muradpur, Patna - BSPCB","29-07-2026 14:00:00",25.619651,85.147382,PM10,42,76,59
India,Bihar,Patna,"Muradpur, Patna - BSPCB","29-07-2026 14:00:00",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB","29-07-2026 14:00:00",25.619651,85.147382,SO2,8,10,9
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","29-07-2026 14:00:00",25.592539,85.227158,OZONE,32,83,58
India,Bihar,Patna,"Samanpura, Patna - BSPCB","29-07-2026 14:00:00",25.596727,85.085624,CO,21,23,22
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","29-07-2026 14:00:00",25.366336,87.117468,NH3,0,1,0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","29-07-2026 14:00:00",22.118125,83.140608,NO2,3,15,6
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","29-07-2026 14:00:00",22.118125,83.140608,NH3,3,3,3
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","29-07-2026 14:00:00",22.348441,82.549611,NO2,4,6,5
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","29-07-2026 14:00:00",22.348441,82.549611,CO,13,20,16
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","29-07-2026 14:00:00",22.368195,82.746431,NO2,4,14,7
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","29-07-2026 14:00:00",22.12665,83.483212,PM2.5,0,6,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","29-07-2026 14:00:00",22.1910172,83.5197009,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","29-07-2026 14:00:00",21.237755,81.705301,NO2,4,24,6
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","29-07-2026 14:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","29-07-2026 14:00:00",21.237755,81.705301,OZONE,1,19,6
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","29-07-2026 14:00:00",21.258815,81.578979,NO2,1,8,3
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","29-07-2026 14:00:00",21.258815,81.578979,CO,20,32,25
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","29-07-2026 14:00:00",21.258815,81.578979,OZONE,13,23,18
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","29-07-2026 14:00:00",21.219665,81.630094,NO2,0,4,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","29-07-2026 14:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","29-07-2026 14:00:00",21.219665,81.630094,CO,8,24,17
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","29-07-2026 14:00:00",21.371751,81.664929,PM2.5,23,90,47
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","29-07-2026 14:00:00",22.06631475,83.33820077,NO2,7,45,18
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","29-07-2026 14:00:00",25.0328,85.41948,PM10,17,125,40
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","29-07-2026 14:00:00",25.0328,85.41948,NH3,3,3,3
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","29-07-2026 14:00:00",25.892357,86.590325,NH3,4,4,4
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","29-07-2026 14:00:00",25.859655,85.77944,PM10,5,77,26
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","29-07-2026 14:00:00",25.859655,85.77944,CO,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","29-07-2026 14:00:00",30.719859,76.738637,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","29-07-2026 14:00:00",30.735567,76.775714,PM2.5,3,48,19
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","29-07-2026 14:00:00",30.735567,76.775714,PM10,10,39,23
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","29-07-2026 14:00:00",30.735567,76.775714,CO,35,72,46
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","29-07-2026 14:00:00",30.751462,76.762879,NH3,5,13,12
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","29-07-2026 14:00:00",21.185571,81.343175,PM10,4,15,8
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","29-07-2026 14:00:00",21.194815,81.31477,NO2,5,18,9
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","29-07-2026 14:00:00",21.194815,81.31477,CO,12,18,14
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","29-07-2026 14:00:00",21.224231,81.40835,PM10,7,28,17
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","29-07-2026 14:00:00",21.224231,81.40835,SO2,7,17,12
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","29-07-2026 14:00:00",15.83411,78.028546,PM10,29,54,43
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","29-07-2026 14:00:00",15.83411,78.028546,NH3,5,5,5
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","29-07-2026 14:00:00",15.83411,78.028546,OZONE,13,21,17
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","29-07-2026 14:00:00",16.186555,81.13219,PM10,36,210,56
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","29-07-2026 14:00:00",16.186555,81.13219,NH3,2,3,2
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","29-07-2026 14:00:00",16.186555,81.13219,CO,14,18,16
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","29-07-2026 14:00:00",16.186555,81.13219,OZONE,27,40,34
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","29-07-2026 14:00:00",16.9872867,81.7363176,PM2.5,2,39,17
India,"Andhra Pradesh",Srikakulam,"Chinna Bharatham Colony, Srikakulam - APPCB","29-07-2026 14:00:00",18.292191,83.897173,CO,12,25,20
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","29-07-2026 14:00:00",13.67,79.35,CO,58,58,58
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","29-07-2026 14:00:00",16.509717,80.612222,PM2.5,35,61,49
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","29-07-2026 14:00:00",16.509717,80.612222,PM10,38,67,53
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","29-07-2026 14:00:00",16.536107,80.594233,PM2.5,47,64,50
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","29-07-2026 14:00:00",16.554731,80.64911,SO2,15,21,17
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","29-07-2026 14:00:00",26.146529,87.454184,PM10,35,41,38
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","29-07-2026 14:00:00",26.146529,87.454184,NO2,10,21,14
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","29-07-2026 14:00:00",25.5626095,84.663264,CO,48,63,56
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","29-07-2026 14:00:00",25.5626095,84.663264,OZONE,7,13,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","29-07-2026 14:00:00",24.75746,84.366208,PM10,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","29-07-2026 14:00:00",24.75746,84.366208,NO2,7,8,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","29-07-2026 14:00:00",24.75746,84.366208,NH3,1,2,1
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","29-07-2026 14:00:00",25.42742023,86.13886079,PM2.5,2,82,38
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","29-07-2026 14:00:00",25.42742023,86.13886079,OZONE,39,45,42
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","29-07-2026 14:00:00",26.80365,84.51954,CO,28,42,35
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","29-07-2026 14:00:00",25.265194,87.012947,NO2,7,8,7
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","29-07-2026 14:00:00",25.56752,83.966379,PM2.5,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","29-07-2026 14:00:00",25.56752,83.966379,NO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","29-07-2026 14:00:00",25.56752,83.966379,CO,23,28,26
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","29-07-2026 14:00:00",25.7808257,84.7446768,PM10,69,72,70
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","29-07-2026 14:00:00",16.554731,80.64911,OZONE,25,39,30
India,"Andhra Pradesh",Vijayawada,"Kanuru, Vijayawada - APPCB","29-07-2026 14:00:00",16.486692,80.699436,OZONE,17,44,30
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","29-07-2026 14:00:00",27.103358,93.679645,OZONE,6,7,6
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","29-07-2026 14:00:00",26.071318,91.87488,NO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","29-07-2026 14:00:00",26.071318,91.87488,SO2,2,33,29
India,Assam,Guwahati,"IITG, Guwahati - PCBA","29-07-2026 14:00:00",26.2028636,91.70046436,OZONE,8,19,14
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","29-07-2026 14:00:00",26.181742,91.78063,NO2,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","29-07-2026 14:00:00",26.181742,91.78063,NH3,1,1,1
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","29-07-2026 14:00:00",26.1875,91.744194,PM2.5,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","29-07-2026 14:00:00",26.1875,91.744194,CO,15,19,16
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","29-07-2026 14:00:00",26.349082,92.68449,NH3,1,1,1
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","29-07-2026 14:00:00",26.349082,92.68449,SO2,1,15,12
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","29-07-2026 14:00:00",26.349082,92.68449,OZONE,11,13,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","29-07-2026 14:00:00",26.446912,91.439057,NH3,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB","29-07-2026 14:00:00",28.628624,77.24106,PM2.5,15,131,74
India,Delhi,Delhi,"ITO, Delhi - CPCB","29-07-2026 14:00:00",28.628624,77.24106,NH3,1,6,4
India,Delhi,Delhi,"ITO, Delhi - CPCB","29-07-2026 14:00:00",28.628624,77.24106,SO2,0,32,13
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","29-07-2026 14:00:00",28.594004,76.909423,PM2.5,4,95,45
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","29-07-2026 14:00:00",28.594004,76.909423,PM10,11,72,42
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","29-07-2026 14:00:00",28.594004,76.909423,SO2,5,7,6
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","29-07-2026 14:00:00",28.6514781,77.1473105,NH3,6,10,8
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","29-07-2026 14:00:00",28.6514781,77.1473105,CO,37,80,65
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","29-07-2026 14:00:00",28.5504249,77.2159377,PM2.5,18,88,62
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","29-07-2026 14:00:00",28.5504249,77.2159377,PM10,16,91,57
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","29-07-2026 14:00:00",28.5504249,77.2159377,NO2,26,58,44
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","29-07-2026 14:00:00",28.656756,77.227234,PM2.5,42,160,81
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","29-07-2026 14:00:00",28.656756,77.227234,NO2,8,27,19
India,Delhi,Delhi,"Pusa, Delhi - IITM","29-07-2026 14:00:00",28.63611,77.173332,NO2,14,92,49
India,Delhi,Delhi,"Pusa, Delhi - IITM","29-07-2026 14:00:00",28.63611,77.173332,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IITM","29-07-2026 14:00:00",28.63611,77.173332,CO,9,23,13
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","29-07-2026 14:00:00",28.493624,77.201159,NO2,7,27,14
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","29-07-2026 14:00:00",28.493624,77.201159,CO,37,39,38
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","29-07-2026 14:00:00",28.615828,77.271992,SO2,5,8,6
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","29-07-2026 14:00:00",28.4706914,77.1099364,OZONE,6,67,35
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","29-07-2026 14:00:00",28.5512005,77.2735737,PM2.5,4,68,40
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","29-07-2026 14:00:00",28.7256504,77.2011573,NH3,NA,NA,NA
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","29-07-2026 14:00:00",28.5918245,77.2273074,PM2.5,5,114,40
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-07-2026 14:00:00",28.815329,77.15301,NO2,35,79,61
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-07-2026 14:00:00",28.815329,77.15301,NH3,7,24,17
India,Delhi,Delhi,"Alipur, Delhi - DPCC","29-07-2026 14:00:00",28.815329,77.15301,SO2,4,6,5
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","29-07-2026 14:00:00",28.6573814,77.1585447,PM10,22,134,89
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","29-07-2026 14:00:00",28.563262,77.186937,PM10,9,86,55
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","29-07-2026 14:00:00",24.762518,84.982348,NH3,5,6,6
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","29-07-2026 14:00:00",24.7955,84.9994,PM10,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","29-07-2026 14:00:00",24.7955,84.9994,CO,12,12,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","29-07-2026 14:00:00",24.792403,84.992416,NO2,9,13,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","29-07-2026 14:00:00",24.792403,84.992416,NH3,1,2,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","29-07-2026 14:00:00",25.560083,87.553265,SO2,17,24,21
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","29-07-2026 14:00:00",25.560083,87.553265,CO,68,93,82
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","29-07-2026 14:00:00",26.0881305,87.93840336,PM10,34,56,41
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","29-07-2026 14:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","29-07-2026 14:00:00",26.0881305,87.93840336,OZONE,32,34,33
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","29-07-2026 14:00:00",27.308328,84.531742,CO,20,34,30
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","29-07-2026 14:00:00",26.63086,84.90051,OZONE,59,60,60
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","29-07-2026 14:00:00",16.5150833,80.5181667,NH3,3,4,3
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","29-07-2026 14:00:00",16.5150833,80.5181667,SO2,6,59,15
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","29-07-2026 14:00:00",13.20488,79.097889,NH3,6,8,6
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","29-07-2026 14:00:00",16.316553,80.413302,CO,12,35,25
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","29-07-2026 14:00:00",16.316553,80.413302,OZONE,24,49,32
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","29-07-2026 14:00:00",28.54246,77.191651,NO2,5,29,16
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","29-07-2026 14:00:00",28.54246,77.191651,NH3,NA,NA,NA
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","29-07-2026 14:00:00",28.54246,77.191651,CO,25,32,28
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","29-07-2026 14:00:00",28.498571,77.26484,PM2.5,8,88,39
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","29-07-2026 14:00:00",28.498571,77.26484,NO2,12,42,21
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","29-07-2026 14:00:00",28.5710274,77.0719006,PM10,8,184,72
India,Delhi,Delhi,"DTU, Delhi - CPCB","29-07-2026 14:00:00",28.7500499,77.1112615,NO2,6,36,17
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","29-07-2026 14:00:00",28.647622,77.315809,PM2.5,28,173,125
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","29-07-2026 14:00:00",28.695381,77.181665,NH3,0,0,0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","29-07-2026 14:00:00",28.695381,77.181665,OZONE,16,28,21
India,Delhi,Delhi,"Mundka, Delhi - DPCC","29-07-2026 14:00:00",28.684678,77.076574,NO2,45,110,87
India,Delhi,Delhi,"Mundka, Delhi - DPCC","29-07-2026 14:00:00",28.684678,77.076574,CO,45,69,57
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","29-07-2026 14:00:00",28.699793,77.165453,SO2,6,9,7
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","29-07-2026 14:00:00",28.699793,77.165453,OZONE,17,21,19
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","29-07-2026 14:00:00",28.570173,76.933762,NH3,8,15,10
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","29-07-2026 14:00:00",28.570173,76.933762,CO,3,28,19
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","29-07-2026 14:00:00",28.570173,76.933762,OZONE,11,18,14
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","29-07-2026 14:00:00",28.58028,77.233829,NO2,39,76,56
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","29-07-2026 14:00:00",28.58028,77.233829,OZONE,19,23,22
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","29-07-2026 14:00:00",28.623763,77.287209,PM10,8,104,64
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","29-07-2026 14:00:00",29.966942,76.875879,CO,25,37,31
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","29-07-2026 14:00:00",29.966942,76.875879,OZONE,13,52,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","29-07-2026 14:00:00",28.360699,76.93609,NO2,15,66,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","29-07-2026 14:00:00",28.360699,76.93609,OZONE,5,26,16
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","29-07-2026 14:00:00",28.060249,76.113115,SO2,5,18,10
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","29-07-2026 14:00:00",28.060249,76.113115,OZONE,12,55,35
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","29-07-2026 14:00:00",28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","29-07-2026 14:00:00",28.1485564,77.3320667,CO,22,105,70
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","29-07-2026 14:00:00",28.3153,76.9143,NO2,0,4,2
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","29-07-2026 14:00:00",30.7057778,76.8531805555555,PM10,NA,NA,NA
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","29-07-2026 14:00:00",30.1480566,77.2893471,PM10,59,114,88
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","29-07-2026 14:00:00",30.1480566,77.2893471,OZONE,8,64,56
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","29-07-2026 14:00:00",30.943887,76.801991,PM10,6,263,109
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","29-07-2026 14:00:00",30.943887,76.801991,OZONE,5,36,25
India,"Jammu and Kashmir",Pampore,"Khrew, Pampore - JKPCC","29-07-2026 14:00:00",34.031606,75.009712,PM2.5,15,65,42
India,"Jammu and Kashmir",Srinagar,"Rajbagh, Srinagar - JKPCC","29-07-2026 14:00:00",34.066206,74.81982,NO2,19,20,19
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","29-07-2026 14:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","29-07-2026 14:00:00",16.172806,75.659694,NH3,1,1,1
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","29-07-2026 14:00:00",16.172806,75.659694,SO2,10,10,10
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","29-07-2026 14:00:00",12.951913,77.539784,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","29-07-2026 14:00:00",12.951913,77.539784,OZONE,31,32,32
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","29-07-2026 14:00:00",12.990328,77.5431385,PM10,54,58,55
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","29-07-2026 14:00:00",12.990328,77.5431385,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","29-07-2026 14:00:00",12.990328,77.5431385,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","29-07-2026 14:00:00",12.7816279,77.6299145,SO2,20,20,20
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","29-07-2026 14:00:00",12.7816279,77.6299145,CO,35,37,36
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","29-07-2026 14:00:00",28.594169,77.1251,OZONE,1,20,7
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","29-07-2026 14:00:00",23.076793,72.627874,PM2.5,16,48,26
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","29-07-2026 14:00:00",23.076793,72.627874,PM10,62,62,62
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","29-07-2026 14:00:00",23.016834,72.625775,NO2,22,57,29
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","29-07-2026 14:00:00",23.016834,72.625775,NH3,4,8,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","29-07-2026 14:00:00",23.016834,72.625775,CO,19,55,40
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","29-07-2026 14:00:00",23.107969,72.574648,NH3,7,11,9
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","29-07-2026 14:00:00",23.107969,72.574648,SO2,4,12,8
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","29-07-2026 14:00:00",23.002657,72.591912,NO2,58,60,59
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","29-07-2026 14:00:00",22.977134,72.553024,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","29-07-2026 14:00:00",22.977134,72.553024,SO2,9,27,17
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","29-07-2026 14:00:00",23.023389,72.515201,NO2,8,18,12
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","29-07-2026 14:00:00",21.613267,73.010555,PM2.5,NA,NA,NA
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","29-07-2026 14:00:00",21.613267,73.010555,NO2,NA,NA,NA
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","29-07-2026 14:00:00",28.623763,77.287209,CO,36,44,40
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","29-07-2026 14:00:00",28.56789,77.250515,CO,10,39,17
